0.200466	0.145658	0.1188	0.122598	0.085	0.0763968	0.173534	0.087156	0.175701	0.122134	0.138906	0.163772	0.171577	0.154327	0.170051	0.144	0.130506
0.100629	0.137681	0.16669	0.179532	0.0521327	0.186834	0.00237154	0.106557	0.0881977	0.0917466	0.123899	0.0692841	0.145185	0.159509	0.15812	0.102871	0.135696
0.111732	0.152941	0.107585	0.156945	0.124481	0.0714593	0.252806	0.0579151	0.164769	0.14196	0.0786403	0.142574	0.168719	0.12567	0.136531	0.0873362	0.136682
0.167442	0.0953262	0.165627	0.149686	0.0730769	0.107911	0.0407932	0.159091	0.107937	0.129349	0.108951	0.0818182	0.112568	0.0886872	0.0719178	0	0.129554
0.152431	0.122971	0.106187	0.202945	0.0909091	0.157554	0.140283	0.134831	0.155949	0.129003	0.143963	0.220963	0.127741	0.202228	0.187761	0.226351	0.152117
0.0463659	0.0431068	0.112778	0.0554355	0.0272109	0.0584831	0.0629849	0.0273224	0.0814669	0.0791682	0.052091	0.0971867	0.0633929	0.0462274	0.0829082	0.129412	0.0745401
0.0942111	0.0649964	0.0802386	0.102261	0.0546624	0.0470247	0.0519256	0.0985222	0.0727978	0.0784614	0.0596758	0.0566948	0.101124	0.0747296	0.0883721	0.0933333	0.0809459
0.180465	0.139913	0.164954	0.18481	0.0879765	0.13724	0.109784	0.132479	0.137571	0.135794	0.137716	0.231696	0.136521	0.129281	0.124236	0.102871	0.154713
0.112304	0.0774993	0.0561302	0.0762735	0.0367232	0.066838	0.037449	0.0658683	0.0879555	0.0715124	0.0405251	0.147036	0.0744067	0.0984176	0.0839552	0.0669643	0.070904
0.0720307	0.0393025	0.0859568	0.0812715	0.101523	0.0646995	0.0842105	0.042065	0.0246849	0.0453696	0.043407	0.0684831	0.0441447	0.0547246	0.0596491	0.0250272	0.0647229
0.0297398	0.0155313	0.0402681	0.045167	0.00755668	0.021181	0.0160374	0.0094697	0.0416107	0.0334812	0.0564142	0.0842886	0.0239378	0.0558043	0.0306122	0.0387029	0.0385466
0.0281792	0.0455137	0.0370389	0.0454459	0.00501253	0.0336986	0.0215757	0.00564972	0.0387097	0.0413452	0.0275551	0.0319843	0.034104	0.0313647	0.0264901	0.0314083	0.0386395
0.0597826	0.045432	0.0260638	0.0508272	0.0589623	0.0257805	0.0334913	0.0432432	0.0289742	0.0338764	0.0376085	0.0641417	0.0530925	0.0467557	0.0599222	0.0323529	0.0387782
0.0671736	0.0414089	0.0427255	0.0438131	0.047191	0.0528424	0.0466867	0.0297203	0.0615814	0.0469924	0.0433579	0.0330774	0.0543478	0.0358786	0.0488527	0.0511628	0.0459696
0.0668244	0.0338009	0.0369991	0.0505879	0.0198238	0.0793818	0.0650521	0.0238908	0.043576	0.0463349	0.0234234	0.0868393	0.0478068	0.0414462	0.045904	0.0410348	0.0468884
0.0413832	0.0244504	0.0501334	0.0346549	0.0319829	0.0196281	0.030576	0.0249584	0.0311862	0.0260531	0.0393769	0.0803571	0.0174334	0.0457223	0.0132404	0.0123348	0.0351272
